STRD_YYMM,STRD_DATE,WK_CD,TIMC_CD,MER_SIDO_CD,MER_CCG_CD,MER_ADNG_CD,BUZ_LCLS_NM,BUZ_MCLS_NM,BUZ_SCLS_NM,CST_SIDO_CD,CST_CCG_CD,CST_ADNG_CD,SEX_CD,AGE_CD,HOSH_TYP_CD,INCM_NR_CD,AMT,CNT
202312,20231229,1,2,36,12,12448137,의료업,기타,기타,42,23,50992980,2,40,3,1,407000,2
202311,20231106,1,1,36,14,21429111,소매업,기타,기타,45,11,67827639,1,20,5,3,71600,6
202302,20230205,2,2,41,18,12981053,의료업,기타,기타,44,06,80801587,1,20,3,2,192000,6
202308,20230822,1,3,48,22,75329038,교육업,기타,기타,30,23,45176956,2,20,1,5,401800,4
202304,20230429,2,3,11,15,99410742,교육업,기타,기타,27,16,93702684,2,60,5,2,360000,2
202311,20231121,1,2,11,06,11668733,요식업,중식,기타,36,07,31227217,1,50,4,2,127400,4
202312,20231218,1,3,29,09,12981053,서비스업,기타,기타,42,11,03561598,2,20,2,2,240400,2
202302,20230219,2,3,27,08,46164956,의료업,기타,기타,46,13,04265800,1,30,3,1,267200,2
202303,20230304,2,1,43,10,00872249,서비스업,기타,기타,27,18,37338125,2,60,4,4,136600,6
202306,20230628,1,4,41,17,80801587,요식업,양식,기타,48,02,37338125,2,50,2,3,22200,2
202303,20230314,1,1,41,10,93702684,교육업,기타,기타,11,19,56306998,1,60,3,3,297400,2
202304,20230403,1,2,31,24,73197858,교육업,기타,기타,42,14,60291818,2,40,9,4,411400,2
202307,20230708,2,1,45,11,03999316,서비스업,기타,기타,48,12,46164956,2,50,4,4,285600,2
202305,20230523,1,3,48,07,79089902,의료업,기타,기타,29,22,48181397,1,40,2,3,389600,2
202305,20230516,1,2,47,08,12575563,소매업,기타,기타,27,01,56722345,1,30,5,3,109000,2
202301,20230128,2,2,48,16,79254564,서비스업,기타,기타,44,14,75329038,2,20,3,2,180600,4
202312,20231213,1,3,43,13,73197858,의료업,기타,기타,11,10,29958839,1,50,1,4,321400,2
202310,20231001,2,3,36,04,37338125,서비스업,기타,기타,46,18,56629389,1,20,3,2,168800,2
202308,20230804,1,3,42,15,18728464,서비스업,기타,기타,47,19,26687538,2,40,2,4,303000,2
202310,20231014,2,2,29,11,93702684,의료업,기타,기타,47,07,96102526,1,40,4,3,284800,2
202308,20230831,1,4,47,08,98847494,요식업,한식,해장국,41,17,37295261,2,60,1,4,58200,2
202307,20230717,1,2,47,22,48181397,소매업,기타,기타,47,25,03999316,2,30,3,5,11200,2
202302,20230224,1,2,43,09,94130245,소매업,기타,기타,41,21,75329038,1,20,3,5,92000,2
202310,20231001,2,1,31,19,73140808,요식업,카페,기타,36,11,04265800,1,40,5,3,76600,2
202304,20230407,1,3,29,20,12981053,서비스업,기타,기타,45,12,03356887,1,30,4,3,135800,6
202312,20231221,1,3,11,25,37338125,요식업,양식,기타,31,18,56306998,2,20,1,3,44800,2
202303,20230310,1,4,26,24,37338125,소매업,기타,기타,29,21,21429111,1,40,4,2,131600,2
202310,20231017,1,1,11,13,37295261,교육업,기타,기타,31,03,29345093,1,20,9,2,252200,2
202311,20231109,1,3,26,14,37338125,소매업,기타,기타,29,05,45667652,2,30,5,3,142200,2
202311,20231110,1,4,11,17,48181397,의료업,기타,기타,41,22,03561598,1,50,9,4,257400,2
202308,20230804,1,3,41,06,85822413,요식업,중식,기타,50,24,12575563,1,20,4,1,52200,6
202307,20230706,1,3,31,25,32868829,교육업,기타,기타,50,06,31227217,2,30,1,1,287600,2
202311,20231112,2,3,29,03,45176956,의료업,기타,기타,50,06,36913811,2,20,2,9,330200,6
202310,20231031,1,2,30,10,80801587,의료업,기타,기타,30,13,45667652,2,40,4,4,496600,6
202307,20230707,1,2,47,07,90825068,의료업,기타,기타,46,09,32868829,2,30,2,1,362400,2
202312,20231206,1,1,46,23,37295261,소매업,기타,기타,27,19,99529224,1,20,3,5,65400,2
202309,20230904,1,2,42,09,56306998,교육업,기타,기타,31,08,96102526,1,30,2,2,513400,2
202311,20231114,1,1,42,20,20868106,서비스업,기타,기타,29,22,98847494,1,50,9,4,180800,4
202302,20230214,1,2,30,08,56722345,요식업,중식,기타,11,07,12448137,2,40,3,4,87400,2
202301,20230112,1,4,45,08,98847494,의료업,기타,기타,11,24,79089902,2,40,9,3,364400,2
202311,20231107,1,3,31,20,67827639,교육업,기타,기타,43,03,94130245,1,30,4,3,105600,4
202309,20230907,1,2,31,05,00872249,소매업,기타,기타,42,12,56306998,1,50,1,3,59800,2
202301,20230113,1,2,26,18,75329038,의료업,기타,기타,36,23,45176956,1,30,2,3,375400,6
202302,20230224,1,3,36,08,12575563,서비스업,기타,기타,26,18,48181397,2,30,3,3,209000,2
202304,20230420,1,1,44,22,67827639,의료업,기타,기타,44,01,37295261,1,50,1,1,218000,6
202309,20230906,1,2,43,23,94130245,소매업,기타,기타,27,05,13718432,2,50,1,4,74600,4
202312,20231225,1,3,36,09,79254564,서비스업,기타,기타,28,10,11668733,2,40,4,3,85600,2
202311,20231107,1,3,43,05,87226013,의료업,기타,기타,29,06,37295261,2,20,2,2,292800,2
202302,20230213,1,2,48,14,13756670,서비스업,기타,기타,45,09,37295261,1,40,2,4,332600,4
202312,20231215,1,3,45,16,98847494,교육업,기타,기타,46,19,87226013,2,40,1,2,480400,2
202312,20231209,2,2,28,10,99529224,교육업,기타,기타,31,23,12981053,2,40,1,4,619000,2
202309,20230907,1,2,41,25,13718432,교육업,기타,기타,45,19,32868829,1,20,2,9,488200,2
202308,20230807,1,2,45,21,96102526,요식업,일식,기타,11,24,12575563,1,20,9,2,80400,2
202311,20231108,1,2,46,20,94130245,교육업,기타,기타,48,23,26687538,2,30,3,4,597400,2
202312,20231216,2,3,29,17,26687538,서비스업,기타,기타,27,08,29587040,2,30,1,9,222600,2
202309,20230927,1,3,28,13,11668733,서비스업,기타,기타,48,02,56306998,2,30,2,3,188600,2
202306,20230623,1,2,30,10,03356887,의료업,기타,기타,46,25,93702684,2,20,3,1,382600,2
202308,20230801,1,3,11,11,99410742,교육업,기타,기타,29,18,79089902,2,40,4,3,545200,2
202304,20230428,1,4,43,04,79254564,요식업,중식,기타,42,09,79089902,2,30,2,4,50400,4
202308,20230830,1,3,47,01,32868829,소매업,기타,기타,27,15,32868829,1,50,1,4,71000,6
202309,20230917,2,1,45,10,21429111,교육업,기타,기타,44,21,12981053,1,30,1,4,413800,2
202306,20230607,1,2,46,05,67827639,요식업,한식,분식,44,06,93702684,1,20,4,1,76600,2
202305,20230515,1,3,31,23,21429111,의료업,기타,기타,26,13,73140808,1,20,1,5,363800,2
202312,20231224,2,1,36,07,37338125,요식업,양식,기타,27,11,67827639,2,50,5,2,31400,2
202303,20230309,1,1,30,17,90825068,교육업,기타,기타,43,18,29958839,2,50,1,3,591000,2
202306,20230601,1,3,28,18,75329038,요식업,양식,기타,31,04,50992980,1,40,2,5,47000,6
202311,20231112,2,4,11,24,99529224,소매업,기타,기타,11,06,56629389,2,40,2,3,89200,2
202303,20230329,1,1,28,06,29345093,의료업,기타,기타,45,08,56722345,2,40,3,3,227600,2
202304,20230417,1,3,48,17,99529224,교육업,기타,기타,28,24,75329038,1,60,2,4,669800,4
202302,20230216,1,2,42,24,11668733,요식업,일식,기타,26,11,67827639,2,50,1,4,64800,2
202305,20230521,2,2,27,19,36913811,교육업,기타,기타,45,13,50992980,2,20,5,5,314800,4
202301,20230101,2,1,45,06,12575563,소매업,기타,기타,47,01,90825068,1,50,2,5,134400,2
202301,20230101,2,4,41,19,12981053,소매업,기타,기타,45,17,87226013,1,30,4,1,130600,2
202303,20230309,1,2,50,08,46164956,소매업,기타,기타,28,10,11668733,2,20,4,2,92400,2
202307,20230702,2,3,27,08,73197858,의료업,기타,기타,50,07,13756670,1,20,2,5,367200,2
202309,20230907,1,1,27,04,80801587,소매업,기타,기타,46,07,04265800,1,60,3,4,66800,2
202311,20231112,2,1,29,23,03356887,교육업,기타,기타,43,15,79089902,2,20,3,2,350600,2
202305,20230529,1,4,27,25,00872249,의료업,기타,기타,43,15,87226013,1,40,1,2,139000,2
202310,20231002,1,3,26,09,29587040,의료업,기타,기타,42,15,18728464,2,20,3,4,194000,2
202305,20230527,2,1,44,07,31227217,서비스업,기타,기타,48,22,60291818,1,20,1,3,308400,2
202308,20230818,1,3,29,03,03561598,서비스업,기타,기타,31,22,29345093,2,30,1,9,298400,2
202310,20231020,1,1,43,11,75329038,의료업,기타,기타,27,01,73197858,1,40,1,4,305200,2
202307,20230724,1,2,29,25,04265800,요식업,일식,기타,42,12,87226013,2,40,2,3,93200,2
202305,20230509,1,3,29,12,29345093,의료업,기타,기타,41,19,56306998,2,50,2,4,287000,2
202311,20231122,1,3,11,19,14942604,소매업,기타,기타,44,17,99410742,2,60,4,9,90200,2
202305,20230522,1,3,26,08,03561598,소매업,기타,기타,11,10,13718432,2,60,2,4,102200,2
202303,20230306,1,2,50,24,14942604,의료업,기타,기타,47,07,56306998,1,40,4,4,290000,2
202309,20230930,2,2,46,21,80801587,소매업,기타,기타,31,08,32868829,1,40,1,2,91200,2
202304,20230428,1,1,36,03,80801587,소매업,기타,기타,31,20,75329038,1,40,3,9,145600,2
202305,20230524,1,1,11,04,13718432,서비스업,기타,기타,41,03,87226013,1,40,3,4,209000,2
202306,20230627,1,3,48,07,13718432,요식업,양식,기타,48,20,36913811,1,20,5,4,74200,4
202311,20231108,1,3,28,01,03999316,교육업,기타,기타,36,25,12981053,1,30,5,3,503000,2
202304,20230419,1,3,29,08,46164956,교육업,기타,기타,48,04,00872249,1,30,2,4,438800,2
202302,20230204,2,2,48,13,20868106,의료업,기타,기타,31,06,11668733,2,20,4,4,222200,4
202311,20231101,1,4,11,18,20868106,교육업,기타,기타,44,07,18728464,1,50,4,5,264600,2
202310,20231030,1,3,45,17,99529224,소매업,기타,기타,50,08,67827639,2,50,2,4,105800,2
202301,20230123,1,1,31,17,11668733,교육업,기타,기타,41,04,56306998,1,30,2,5,382800,2
202303,20230320,1,3,36,08,28898924,교육업,기타,기타,47,24,60291818,1,50,4,5,408600,2
202307,20230703,1,3,42,13,87226013,요식업,일식,기타,41,17,56722345,1,20,4,5,59600,4
202301,20230111,1,3,36,13,14942604,교육업,기타,기타,42,14,32868829,2,50,3,1,658200,2
202306,20230608,1,3,44,20,12575563,의료업,기타,기타,11,11,29958839,1,30,1,3,193400,2
202306,20230610,2,3,43,11,85822413,요식업,한식,국밥,36,07,93702684,2,40,1,2,20200,2
202306,20230605,1,2,28,18,46164956,요식업,한식,한정식,43,24,00872249,2,30,1,4,66600,2
202302,20230211,2,3,50,08,99529224,요식업,중식,기타,29,15,48181397,1,20,1,4,52400,2
202305,20230506,2,3,30,10,96102526,서비스업,기타,기타,45,20,31227217,2,50,1,3,218800,2
202312,20231206,1,3,42,13,13718432,요식업,일식,기타,48,02,29958839,1,60,4,3,71600,2
202311,20231103,1,2,30,16,37338125,소매업,기타,기타,48,12,99529224,1,40,2,3,151200,2
202309,20230912,1,1,26,06,13756670,소매업,기타,기타,26,20,50992980,1,20,1,3,39600,2
202307,20230705,1,1,47,21,29345093,교육업,기타,기타,48,15,80801587,1,30,9,5,344200,2
202302,20230212,2,3,43,10,11668733,교육업,기타,기타,44,24,29958839,1,50,2,3,442800,2
202308,20230801,1,3,11,09,90825068,소매업,기타,기타,44,18,03999316,2,20,5,2,130800,2
202309,20230910,2,3,45,03,45667652,소매업,기타,기타,48,01,32868829,2,30,4,5,187600,4
202312,20231231,2,3,28,04,04265800,교육업,기타,기타,11,08,04265800,2,20,2,3,495400,2
202309,20230904,1,2,26,21,73140808,의료업,기타,기타,44,18,79089902,1,30,2,1,295400,4
202311,20231125,2,4,50,01,04265800,요식업,한식,고기집,31,04,03999316,1,30,2,4,42000,6
202301,20230119,1,1,47,25,45667652,요식업,양식,기타,36,18,00872249,2,40,1,2,48600,2
202308,20230819,2,2,26,08,45176956,교육업,기타,기타,47,20,87226013,1,30,2,3,340600,2
202307,20230701,2,3,11,14,26687538,요식업,양식,기타,45,20,79089902,2,50,3,3,73000,2
202302,20230225,2,2,41,01,03356887,서비스업,기타,기타,47,13,28898924,2,40,1,2,215400,2
202312,20231215,1,1,48,14,56722345,소매업,기타,기타,41,03,79089902,2,40,2,2,47000,2
202306,20230629,1,2,42,08,37338125,교육업,기타,기타,42,10,79089902,1,50,4,3,356400,2
202304,20230421,1,3,30,03,37338125,요식업,중식,기타,29,01,56629389,1,50,9,4,77400,2
202302,20230204,2,3,42,25,79089902,서비스업,기타,기타,50,03,75329038,1,40,1,3,221000,2
202310,20231023,1,2,27,05,28898924,서비스업,기타,기타,27,02,29958839,1,20,9,4,234000,4
202312,20231226,1,3,27,17,12575563,서비스업,기타,기타,42,11,87226013,2,50,5,3,222800,2
202310,20231004,1,3,36,20,13756670,서비스업,기타,기타,28,17,20868106,1,30,4,5,297400,2
202312,20231222,1,2,50,01,31227217,서비스업,기타,기타,41,22,56629389,1,50,1,1,214000,2
202302,20230228,1,3,29,18,99410742,소매업,기타,기타,44,03,99410742,1,40,3,9,84400,6
202306,20230630,1,4,42,18,73140808,교육업,기타,기타,28,12,20868106,1,60,4,4,308400,2
202306,20230603,2,1,30,07,37338125,의료업,기타,기타,11,11,26687538,1,30,2,3,319800,2
202310,20231017,1,2,43,20,99529224,소매업,기타,기타,42,21,79089902,1,50,4,3,2200,2
202306,20230616,1,2,26,21,56306998,소매업,기타,기타,47,05,29345093,1,40,3,4,92600,2
202309,20230909,2,2,26,18,28898924,서비스업,기타,기타,29,21,99410742,1,20,1,4,187600,2
202308,20230819,2,1,30,14,67827639,의료업,기타,기타,47,05,03356887,1,20,3,5,190800,2
202310,20231025,1,3,47,19,29958839,요식업,중식,기타,42,03,56629389,2,30,3,3,41400,2
202308,20230812,2,2,50,15,14942604,소매업,기타,기타,44,25,96102526,1,20,2,2,132200,4
202304,20230407,1,3,36,19,50992980,서비스업,기타,기타,43,23,93702684,2,30,3,2,213800,2
202310,20231009,1,2,45,18,29345093,의료업,기타,기타,31,10,45176956,2,40,2,2,308000,4
202311,20231130,1,2,45,05,28898924,의료업,기타,기타,46,22,75329038,1,30,3,9,324400,2
202304,20230412,1,2,29,08,11668733,요식업,한식,국밥,31,13,94130245,2,30,2,3,61800,2
202304,20230428,1,3,48,15,73197858,교육업,기타,기타,11,12,99410742,1,30,5,4,524200,2
202305,20230509,1,3,43,13,79254564,소매업,기타,기타,43,09,96102526,1,20,9,2,104800,2
202309,20230908,1,3,44,15,03999316,의료업,기타,기타,41,19,98847494,1,40,5,3,183200,2
202312,20231214,1,1,26,08,50992980,의료업,기타,기타,46,23,80801587,1,60,5,3,430400,2
202301,20230117,1,3,41,21,56629389,요식업,일식,기타,30,22,93702684,2,40,3,3,67400,4
202304,20230407,1,2,50,08,12981053,의료업,기타,기타,36,13,29958839,1,40,1,4,252800,2
202309,20230912,1,3,26,01,46164956,의료업,기타,기타,28,18,98847494,1,20,3,4,199600,2
202302,20230202,1,3,26,21,48181397,소매업,기타,기타,46,15,56629389,1,40,5,3,115800,2
202307,20230721,1,3,11,20,56629389,의료업,기타,기타,30,02,50992980,1,50,1,3,290600,2
202305,20230502,1,3,48,22,45667652,서비스업,기타,기타,48,18,13718432,1,20,1,9,294400,2
202301,20230106,1,1,27,02,03999316,요식업,양식,기타,45,13,11668733,1,40,3,4,53000,2
202312,20231224,2,3,42,04,26687538,서비스업,기타,기타,28,13,60291818,1,20,1,9,149600,4
202301,20230119,1,3,26,10,29587040,요식업,일식,기타,45,22,03999316,2,20,1,3,77800,2
202309,20230910,2,1,47,17,93702684,의료업,기타,기타,45,11,60291818,2,40,5,1,374000,2
202311,20231123,1,3,26,20,03356887,교육업,기타,기타,43,19,96102526,1,50,1,4,416800,4
202310,20231027,1,3,46,11,20868106,소매업,기타,기타,36,17,73140808,2,30,2,9,127000,2
202308,20230818,1,3,43,07,79089902,요식업,양식,기타,31,10,13718432,1,60,1,1,59200,2
202312,20231211,1,1,30,20,29587040,교육업,기타,기타,29,15,73140808,2,50,3,4,423200,2
202311,20231115,1,1,43,10,87226013,소매업,기타,기타,36,09,80801587,1,40,1,3,146400,6
202310,20231028,2,3,11,15,37338125,교육업,기타,기타,28,08,90825068,2,50,2,3,462400,2
202304,20230406,1,4,26,09,67827639,요식업,일식,기타,26,20,12981053,1,30,2,2,56600,4
202308,20230805,2,3,46,23,11668733,의료업,기타,기타,50,04,60291818,1,30,1,2,408000,2
202305,20230502,1,2,48,14,87226013,교육업,기타,기타,29,13,56722345,2,40,2,2,163400,2
202306,20230611,2,3,45,13,13756670,요식업,일식,기타,42,24,32868829,1,20,2,2,101000,2
202306,20230628,1,1,11,25,79089902,서비스업,기타,기타,36,14,37338125,2,40,5,3,97600,2
202310,20231013,1,3,36,11,14942604,요식업,한식,고기집,30,09,48181397,1,30,2,4,47400,2
202301,20230121,2,3,30,25,46164956,의료업,기타,기타,26,12,04265800,2,50,4,1,296600,2
202306,20230615,1,2,28,02,99529224,의료업,기타,기타,41,08,28898924,2,20,3,5,288200,2
202309,20230915,1,3,47,03,37295261,의료업,기타,기타,44,10,00872249,2,40,9,2,380400,2
202303,20230323,1,3,41,05,67827639,의료업,기타,기타,28,12,11668733,2,20,1,5,215200,2
202308,20230813,2,3,29,14,45667652,소매업,기타,기타,48,01,32868829,1,30,1,2,110400,2
202310,20231031,1,4,43,22,13756670,소매업,기타,기타,27,07,03561598,2,60,1,5,76800,2
202310,20231001,2,4,50,17,56629389,소매업,기타,기타,43,13,12981053,1,50,1,4,111800,4
202302,20230210,1,3,30,14,56722345,교육업,기타,기타,43,22,32868829,1,50,3,2,393400,4
202312,20231231,2,2,26,17,28898924,교육업,기타,기타,27,03,45176956,1,50,5,2,409200,4
202303,20230305,2,3,30,22,18728464,요식업,카페,기타,47,25,67827639,1,40,2,1,49000,2
202302,20230207,1,1,30,02,87226013,요식업,양식,기타,31,23,80801587,1,50,5,3,49600,2
202303,20230303,1,3,29,04,85822413,의료업,기타,기타,28,12,12448137,2,30,5,2,322800,4
202304,20230403,1,2,45,20,79089902,요식업,카페,기타,45,04,18728464,2,20,1,1,78800,2
202302,20230209,1,3,41,23,48181397,소매업,기타,기타,41,23,99410742,2,20,3,4,76000,2
202305,20230512,1,2,11,16,73197858,소매업,기타,기타,43,05,00872249,1,30,1,3,65200,2
202309,20230903,2,3,36,04,03561598,의료업,기타,기타,48,19,48181397,2,50,1,2,349000,2
202312,20231226,1,3,36,13,87226013,의료업,기타,기타,28,10,20868106,1,20,5,4,297200,2
202302,20230219,2,3,41,13,00872249,교육업,기타,기타,26,04,03561598,2,40,1,4,483000,2
202308,20230827,2,2,42,01,94130245,교육업,기타,기타,47,13,36913811,1,30,5,2,309400,2
202310,20231024,1,3,27,15,03561598,소매업,기타,기타,28,25,48181397,1,20,4,1,28800,2
202311,20231124,1,2,44,25,04265800,의료업,기타,기타,11,02,87226013,1,40,1,2,257200,4
202307,20230707,1,4,11,11,03999316,요식업,일식,기타,42,05,93702684,1,20,3,4,44600,4
202306,20230618,2,2,48,05,29958839,교육업,기타,기타,30,19,80801587,2,60,5,2,392000,6
202311,20231110,1,2,50,15,45176956,서비스업,기타,기타,45,11,13756670,1,20,4,4,161600,4
202306,20230611,2,3,26,25,56629389,요식업,양식,기타,11,04,13718432,2,60,1,3,74800,4
202308,20230816,1,2,41,13,28898924,의료업,기타,기타,46,16,45667652,2,20,1,4,276800,4
202302,20230203,1,3,28,20,99410742,요식업,일식,기타,45,21,85822413,2,40,1,3,63000,2
202307,20230730,2,3,27,16,45667652,요식업,카페,기타,36,06,56306998,2,30,3,3,63000,2
202311,20231110,1,3,26,23,20868106,요식업,양식,기타,46,09,67827639,1,40,1,5,63800,4
202309,20230905,1,2,30,11,79089902,교육업,기타,기타,36,08,28898924,2,40,1,5,397400,2
202307,20230705,1,4,29,11,67827639,소매업,기타,기타,47,12,14942604,2,30,4,3,120400,2
202305,20230520,2,1,27,10,12448137,요식업,카페,기타,36,08,60291818,1,20,1,2,44000,4
202309,20230909,2,3,26,01,99529224,요식업,한식,분식,28,17,99529224,2,30,3,3,87800,4
202311,20231122,1,1,28,19,14942604,요식업,일식,기타,48,15,26687538,1,40,1,5,55200,4
202307,20230702,2,3,50,13,98847494,의료업,기타,기타,30,08,98847494,2,60,2,3,195000,2
202309,20230929,1,4,27,12,04265800,교육업,기타,기타,11,25,80801587,2,50,2,3,418800,2
202302,20230203,1,3,31,09,60291818,소매업,기타,기타,36,08,12981053,2,20,3,4,65800,2
202309,20230910,2,2,42,20,79089902,교육업,기타,기타,28,02,13718432,1,30,1,4,466400,2
202305,20230517,1,3,28,25,98847494,의료업,기타,기타,47,03,96102526,1,20,1,2,476600,4
202308,20230829,1,2,48,01,26687538,서비스업,기타,기타,47,25,98847494,1,50,3,3,152800,2
202302,20230205,2,3,28,12,46164956,요식업,한식,한정식,50,02,99410742,2,40,5,2,66600,4
202306,20230604,2,3,50,24,18728464,서비스업,기타,기타,30,15,75329038,1,30,1,2,94600,2
202306,20230626,1,4,46,24,29958839,의료업,기타,기타,27,06,28898924,2,60,3,3,336200,2
202304,20230427,1,3,28,05,79089902,의료업,기타,기타,26,18,46164956,1,50,1,2,229000,2
202305,20230513,2,3,11,08,67827639,교육업,기타,기타,26,12,93702684,1,50,3,3,337400,2
202312,20231219,1,1,44,24,13718432,소매업,기타,기타,48,11,21429111,1,50,1,2,55800,2
202302,20230205,2,2,50,16,12448137,요식업,카페,기타,28,01,28898924,1,50,2,9,74600,4
202312,20231207,1,2,27,17,37338125,서비스업,기타,기타,28,20,32868829,2,30,5,4,260400,2
202305,20230515,1,2,29,10,03999316,서비스업,기타,기타,42,04,45667652,1,40,4,3,201400,2
202308,20230817,1,1,26,14,56722345,서비스업,기타,기타,11,04,26687538,1,30,3,9,148000,2
202302,20230202,1,3,11,16,99529224,의료업,기타,기타,44,10,45176956,2,60,4,2,427000,6
202308,20230815,1,4,43,25,79254564,서비스업,기타,기타,28,15,29958839,1,20,1,3,154800,2
202309,20230923,2,2,45,11,31227217,교육업,기타,기타,28,24,99529224,2,30,2,3,183600,2
202305,20230501,1,2,36,24,79254564,의료업,기타,기타,27,13,75329038,1,40,1,9,336600,2
202311,20231114,1,2,47,03,98847494,소매업,기타,기타,28,05,11668733,2,30,5,2,55800,6
202308,20230824,1,3,31,21,56629389,의료업,기타,기타,43,03,26687538,2,40,1,5,379000,2
202302,20230211,2,2,28,15,79089902,의료업,기타,기타,46,05,85822413,1,30,3,4,269400,2
202302,20230224,1,4,47,08,18728464,요식업,중식,기타,47,21,93702684,1,20,4,4,72000,2
202311,20231116,1,3,44,09,94130245,서비스업,기타,기타,46,18,67827639,2,20,1,3,284000,2
202304,20230402,2,1,30,07,98847494,요식업,양식,기타,46,18,12981053,2,40,4,4,35800,2
202301,20230131,1,1,27,14,29345093,교육업,기타,기타,30,06,03356887,2,50,4,1,343400,2
202301,20230112,1,2,11,16,56722345,교육업,기타,기타,46,08,60291818,1,30,3,2,392400,6
202306,20230601,1,2,42,07,80801587,요식업,카페,기타,48,04,29345093,1,40,1,5,90600,2
202308,20230814,1,3,28,23,29345093,소매업,기타,기타,46,20,98847494,2,40,1,2,73600,2
202302,20230218,2,4,28,06,98847494,교육업,기타,기타,41,23,00872249,1,20,1,2,340400,2
202308,20230831,1,1,48,14,73197858,서비스업,기타,기타,41,12,31227217,1,60,2,2,228600,4
202303,20230301,1,1,44,22,96102526,교육업,기타,기타,46,13,37295261,2,20,3,4,342200,2
202301,20230101,2,2,45,23,03999316,교육업,기타,기타,44,13,20868106,1,20,1,2,415200,2
202309,20230919,1,3,50,15,85822413,의료업,기타,기타,31,10,48181397,1,40,1,1,175800,6
202311,20231112,2,1,29,15,50992980,교육업,기타,기타,36,02,56722345,1,30,4,4,621400,4
202308,20230831,1,3,43,22,56722345,의료업,기타,기타,41,02,60291818,1,50,3,1,192000,2
202312,20231214,1,1,45,02,56306998,요식업,한식,분식,31,10,04265800,2,30,3,4,53400,4
202303,20230321,1,3,45,17,87226013,요식업,한식,국밥,50,08,00872249,2,50,3,3,59200,2
202310,20231015,2,2,46,01,94130245,요식업,양식,기타,47,16,79254564,2,40,3,4,98200,6
202311,20231118,2,1,44,09,37295261,서비스업,기타,기타,42,09,03356887,2,30,2,3,120400,2
202310,20231014,2,4,36,03,75329038,소매업,기타,기타,29,22,03999316,1,60,1,3,179200,4
202307,20230727,1,2,50,17,20868106,서비스업,기타,기타,43,20,73140808,2,60,3,3,245400,2
202307,20230703,1,4,27,06,03561598,서비스업,기타,기타,29,16,73140808,1,30,3,1,225000,2
202307,20230726,1,3,43,07,03356887,소매업,기타,기타,31,12,04265800,1,40,9,4,60600,2
202312,20231217,2,1,50,15,46164956,소매업,기타,기타,29,25,98847494,1,30,1,4,122800,2
202301,20230126,1,2,43,18,45667652,의료업,기타,기타,11,13,13756670,1,40,4,3,242000,2
202304,20230414,1,4,26,17,90825068,소매업,기타,기타,47,12,12448137,1,50,5,1,150600,2
202302,20230221,1,3,26,15,29587040,의료업,기타,기타,50,20,85822413,2,30,1,4,222200,2
202309,20230917,2,2,29,02,37338125,요식업,양식,기타,43,04,12575563,2,60,4,9,57600,2
202311,20231124,1,2,47,03,85822413,요식업,중식,기타,11,03,94130245,2,60,1,5,48800,2
202310,20231011,1,3,28,19,45667652,의료업,기타,기타,48,16,03999316,1,40,1,3,220800,6
202312,20231212,1,3,31,24,13718432,소매업,기타,기타,29,08,93702684,2,30,3,4,129600,2
202310,20231002,1,2,30,20,85822413,소매업,기타,기타,26,18,13718432,2,50,2,3,121400,2
202305,20230520,2,4,36,01,90825068,서비스업,기타,기타,41,07,90825068,1,50,3,3,272400,2
202311,20231102,1,2,50,08,56629389,교육업,기타,기타,11,18,79089902,2,50,3,4,222000,2
202305,20230529,1,3,42,05,29345093,요식업,중식,기타,48,10,56629389,2,60,2,3,81200,2
202312,20231224,2,3,42,08,37338125,교육업,기타,기타,31,17,31227217,2,40,3,1,650400,2
202307,20230730,2,1,42,11,98847494,요식업,한식,국밥,11,17,73197858,1,60,1,3,50800,4
202311,20231113,1,1,28,02,56722345,의료업,기타,기타,26,19,21429111,2,40,1,4,451600,2
202305,20230516,1,3,26,19,29345093,요식업,한식,한정식,31,14,11668733,2,50,5,4,54600,2
202310,20231011,1,3,29,07,29587040,요식업,카페,기타,31,10,28898924,1,60,2,9,32400,2
202311,20231130,1,2,42,06,87226013,교육업,기타,기타,50,09,79089902,2,30,3,1,369400,2
202309,20230916,2,1,28,10,03356887,의료업,기타,기타,31,23,36913811,1,30,4,3,383800,4
202310,20231017,1,4,47,24,37295261,의료업,기타,기타,36,21,56629389,1,30,2,4,232800,2
202308,20230823,1,4,44,04,99529224,소매업,기타,기타,47,03,45176956,2,30,4,4,75800,2
202303,20230326,2,3,30,09,03999316,서비스업,기타,기타,50,13,12448137,2,50,2,3,235600,4
202304,20230401,2,3,50,04,28898924,요식업,중식,기타,46,18,67827639,2,30,1,2,60000,2
202308,20230811,1,2,45,11,03561598,의료업,기타,기타,30,13,00872249,2,30,2,3,346600,2
202305,20230504,1,2,26,21,21429111,요식업,양식,기타,36,21,99529224,2,50,2,4,64600,2
202311,20231120,1,4,46,02,99529224,교육업,기타,기타,27,11,13718432,1,30,2,2,447800,2
202310,20231022,2,3,30,24,11668733,의료업,기타,기타,42,18,56722345,2,30,4,1,265400,2
202310,20231013,1,1,48,22,87226013,의료업,기타,기타,11,05,36913811,2,60,5,9,318400,2
202309,20230903,2,1,42,01,37338125,소매업,기타,기타,11,19,79254564,1,50,3,4,62800,2
202309,20230913,1,2,46,13,98847494,요식업,일식,기타,50,14,00872249,1,20,2,4,85600,2
